jao_substation,matched_osm_name,osm_id,latitude,longitude
Stockach,Stockach 220kV,31367936,47.8446341,9.0127632
Ybbsfeld,Umspannwerk Ybbsfeld,30076588,48.146697,15.0478209
Weier,Unterwerk Appenweier,48046379,48.5436389,7.9731025
Laichingen,Umspannwerk Laichingen,26404600,48.4649215,9.7043902
Obermooweiler,Obermooweiler,31131320,47.6528124,9.8013312
KarlsruheWest,Karlsruhe-West,32731290,49.0130815,8.349138
Oberwald,Umspannwerk Oberwald,32725957,48.9860836,8.4454459
Philippsburg,Philippsburg,48057110,49.2502698,8.4409751
RDK7,RDK7,272646943,49.0115453,8.3044621
RDK8,RDK8,809941086,49.0125819,8.3062402
Rotensohl,Umspannwerk Rotensohl,38325076,48.7367235,10.222435
Trossingen,Umspannwerk Trossingen,35954395,48.0659877,8.6166265
Klaus,Umspannwerk Weiler - Klaus,100478972,47.3040024,9.6220285
Sattledt,Umspannwerk Sattledt,50650855,48.0832552,14.0521115
Weissenbach,Schneegattern Weissenbach,1335775279,48.0345141,13.2904316
Villach Süd,Villach Süd,603139216,46.5539607,13.8278922
Heilbronn,Station Heilbronner Straße Abstatt,31323305,49.06757,9.2951867
Pulverdingen,Umspannwerk Pulverdingen,43688805,48.9029289,9.0457694
Zeltweg,Umspannwerk Zeltweg,88684218,47.1809776,14.7261996
Babylon,Babylon,28479110,50.6355873,14.455837
Mirovka,Mírovka,28382372,49.5806613,15.5990919
Vernerov,Vernéřov,28469267,50.3990244,13.2353124
BERCHEM ,Berchem,95233545,49.5508659,6.1390821
FLEBOUR,Flebour,63089603,49.9051641,6.1142819
OXYLUX ,Poste Oxylux,362773746,49.4969262,5.9521883
Sostanj,Šoštanj,1063258951,46.3720182,15.0521315
VERBRANDE BRUG,380 kV Station Verbrande Brug,23208935,50.9432341,4.4203982
RODENHUIZE,Rodenhuize,87763325,51.1311317,3.7753806
VILLEROUX,Villeroux,92007188,49.9755622,5.6625703
IZEGEM,Izegem,93056461,50.8982277,3.2266477
GOUY,Gouy,87761208,50.4826166,4.332121
MAERLANT,Van Maerlant,495688586,51.2272533,3.3155298
SERAING,Seraing,204940265,50.614785,5.5216882
HOUFFALIZE,Mont-lez-Houffalize,114082368,50.1500374,5.7954298
LATOUR,Latour,161224164,49.5486968,5.5852125
MARCOURT,Marcourt,92015823,50.2099306,5.5500928
TERGNEE,380kV Tergnée,98410713,50.4369471,4.5680846
Bilice,TS Bilice,162022271,43.7561695,15.9031812
Velebit,TS Velebit,163860997,44.20744,15.7545697
Plomin,TS Plomin,210745193,45.1376783,14.16661
Szigetcsep,Szigetcsép alállomás,503615215,47.2756725,18.9432494
Oroszlany,Oroszlány alállomás,244038276,47.5022338,18.2681079
Toponar,Toponár alállomás,113570302,46.414582,17.836249
Perkata,Perkáta alállomás,325372656,47.0527113,18.7539473
Szeged,Szeged OVIT alállomás,111678830,46.2750033,20.1387996
STALOWA WOLA,"Stacja elektroenergetyczna 110kV ""Stalowa Wola Posanie""",237105378,50.5869331,22.0667806
KOMOROWICE,"Stacja elektroenergetyczna 220/110/15kV ""Komorowice""",98634956,49.862329,19.0533425
POLICE,"Stacja elektroenergetyczna ""Police"" 220/110kV",165763717,53.5643439,14.5219635
LESNIOW,"Stacja elektroenergetyczna ""Leśniów"" 220/110 kV",158232924,51.9883633,15.2930359
ZABKOWICE,Stacja elektroenergetyczna „Ząbkowice” 220/110/20 kV,179279860,50.5941093,16.7898381
ROZKI,Stacja elektroenergetyczna 220/110/30/15kV „Rożki”,189851841,51.3380866,21.0464846
RADKOWICE,"Stacja elektroenergetyczna ""Radkowice"" 220/110/15kV",199098055,50.7877623,20.5221238
NAREW,Stacja elektroenergetyczna „Narew” 400/110 kV,293489663,53.0269437,23.0461771
WANDA,Stacja elektroenergetyczna 220/110 kV „Wanda”,115801644,50.0613065,20.0791801
OLSZTYN,Stacja 110/15kV Olsztyn Południe,101914720,53.7629959,20.4856691
KROSNO ISKRZYNIA,"Stacja elektroenergetyczna ""Krosno Iskrzynia"" 400/110 kV",166838338,49.6882346,21.852609
OSTROW,Stacja elektroenergetyczna 110kV Ostrów,60142956,54.3746551,18.6505475
GRANDE-ILE,Poste électrique de Grande-Île,84182609,45.4706629,6.0282044
LONGEFAN,Poste électrique de Longefan,47633664,45.2841655,6.3581209
ETIVAL,Poste électrique d'Étival-Clairefontaine,121071312,48.3788306,6.8717619
ETUPES,Poste électrique d’Étupes,89158123,47.5073915,6.8479447
SIERENTZ,Poste électrique de Sierentz,49049745,47.64668,7.4722122
TERRIER,Poste électrique de Terrier,85047359,49.2178026,2.2591596
BEAUCHAMPS,Poste électrique de Beauchamps,148059532,50.0067184,1.524806
CHARENTON,Poste électrique de Charenton,133667044,48.8208979,2.4066458
PONT-SUR-SAMBRE,Poste électrique de Pont-sur-Sambre,147580984,50.2293739,3.8638714
TARASCON,Poste Sectionnement Tarascon,107871246,43.8060077,4.6666283
JOUX-LA-VILLE,Poste électrique de Joux-la-Ville,471603406,47.6436227,3.8824241
WEPPES,Poste électrique de Weppes,85605959,50.6443096,2.8950246
CHATEAURENARD,Poste électrique de Chateaurenard,135282004,43.86425,4.8568643
LARCAY,Poste électrique de Larçay,44883864,47.3519462,0.7675273
VERFEIL,Poste électrique de Verfeil,109817708,43.6293588,1.6722007
CROISIERE,Sous-station SNCF de La Croisière,278718504,44.2710062,4.6975759
GREPILLES,Poste électrique de Grépilles,118121876,46.0830885,4.1170471
RULHAT,Poste électrique de Rulhat,71933077,45.8135141,3.2705065
MONTVICQ,Poste électrique de Montvicq,75509664,46.3059068,2.8211159
SEMINAIRE,Poste électrique de Séminaire,137355542,46.535278,3.3617243
VOLVIC,Poste électrique de Volvic,137191333,45.8894227,3.0658869
VALENCE,Valence,66196956,48.01616,0.2250218
SETIER,Poste électrique de Setier,98945703,49.8430682,3.345949
VIGY,Poste électrique de Vigy,81641090,49.1979144,6.2767238
CUSTINE,Poste électrique de Custine,252139969,48.7654637,6.1386065
VANDIERES,Poste électrique de Vandières,147398279,48.9507043,6.0221938
TRANS,Transformační Stanice - Spolana,14191867,50.2729792,14.5129741
TERRADOU,Terradou,183818442,44.0349162,5.0452177
VALDIVIENNE,Poste électrique de Valdivienne,105690676,46.4658107,0.6489421
PUTEAUX,Puteaux,244036491,48.8771509,2.2350826
SORRUS,Poste source de Sorrus,147580996,50.4556589,1.7217369
PEYRAT-LE-CHATEAU,Poste de Peyrat-le-Château,138108387,45.8018695,1.8034308
RANVILLE,Poste électrique de Béranville,92316703,49.0333442,1.5588469
SAUCATS,Poste électrique de Saucats,111456385,44.614091,-0.6137613
NAOUTOT,Poste électrique de Naoutot,113020114,43.8597267,-0.5183979
VALESCOURT,Poste électrique de Valescourt,147580998,49.48291,2.4516
MORU,Poste électrique de Lamorue,53255835,48.9082157,2.2117818
SAUMADE,Poste électrique de Saumade,22938964,43.6228608,3.8952183
PUISEUX,Poste électrique de Puiseux,41591146,49.0545618,2.0131293
VESLE,Poste électrique de Vesle,82805188,49.2014157,4.2404465
MASQUET,Poste électrique de Masquet,135585545,44.6199636,-0.9496198
PIVOZ-CORDIER,Poste électrique de Pivoz-Cordier,84485792,45.4093348,4.7612296
PENCHARD,Poste électrique de Penchard,162540710,48.998756,2.8477659
VAUJANY,Poste électrique de Vaujany,147132694,45.1454976,6.0507143
EYBENS,Poste électrique de Eybens,40266681,45.1540228,5.7539614
MOIRANS,Poste électrique de Moirans,133637359,45.3283527,5.5533314
PARISET,Pariset,95810878,45.1801114,5.6997685
SAONE,Sous Station de Chalon-sur-Saône,127606941,46.7770217,4.8437358
VIELMOULIN,Poste électrique de Vielmoulin,179260933,47.3263846,4.686932
VILLERBON,Poste électrique de Villerbon,166073883,47.6489042,1.3289567
LOGIS-NEUF,Poste électrique de Logis-Neuf,135314787,44.6746248,4.7913454
RECY,Recycl Dechet,70182008,45.9235418,1.2907374
TABARDERIE,Poste électrique de Tabarderie,86342772,47.7470761,2.5349405
VILLECHETIVE,Poste électrique de Villechétive,98390525,48.0978217,3.4791836
CORIOLIS,Poste électrique de Coriolis,78052541,48.8357934,2.3916017
MAZURES,Poste électrique des Mazures,82949228,49.9056142,4.6260055
VILLEJUST,Poste électrique de Villejust,23287448,48.6763706,2.2302821
IZERNORE,Poste électrique d’Izernore,122755047,46.1988165,5.5500499
PLAUD,Poste électrique de Plaud,112893617,45.9121773,0.8585295
CHAMPFLEUR,Sous-station de Champfleury,83786628,43.9372736,4.7918673
GRAND-COEUR,Poste électrique de Grand-Coeur,147580968,45.5158393,6.4883535
TOURBE,Poste électrique de Tourbe,85895367,49.1083357,-0.2643894
PRESSY,Poste électrique de Pressy,147580985,46.079834,6.5607532
SENART,Poste électrique de Sénart,118339972,48.6086642,2.5848089
GUARBECQUE,Poste électrique de Guarbecque,147580973,50.6189789,2.5044511
FRONCLES,Poste électrique de Froncles,120747628,48.2945087,5.1488406
ROSIERES,Poste électrique de Rosières-prés-Troyes,107434290,48.2618749,4.0543228
TOLBIAC,Poste électrique de Tolbiac,231157312,48.8266218,2.3553195
LANEUVEVILLE,Poste électrique Laneuveville,125003945,48.6489199,6.2348492
VOID,Poste électrique de Void,147398280,48.7091489,5.613701
MONTGUYON,Poste électrique de Montguyon,142360067,45.2034106,-0.2184778
TUILIERES,Poste électrique de Tuilières,125164718,44.8444977,0.6359189
YVELINES-OUEST,Poste électrique d'Yvelines-Ouest,117350758,48.8043833,1.8288269
VERLHAGUET,Poste électrique de Verlhaguet,114359287,43.9827621,1.317515
MOUSSEAUX,Poste Électrique de Mousseaux,117421453,46.8118364,1.7264451
RABATAU,Poste électrique de Rabatau,590866686,43.2772926,5.3972891
NOVION,Poste électrique de Novion,199093574,48.9138813,2.3041704
SAINTES,Poste électrique de Saint-Estève,91351689,43.6931798,5.384556
TALAMET,Poste électrique de Talamet,138979502,44.9669139,1.948801
VOUGLANS,Poste électrique de Vouglans,95209542,46.3934143,5.6546845
RIORGES,Poste électrique de Riorges,118121877,46.0580738,4.055898
PONT-EVEQUE,Poste source de Pont-Évêque,128106452,45.5222622,4.929134
ST-VICTOR,ROUTE DE ST-VICTOR,1369589466,45.5699365,2.94574
VIRADEL,Poste électrique de Viradel,121101846,44.1378359,4.1775014
MOREAU,Poste électrique de Moreau,110602441,43.2113241,2.3902336
SCHEER,Poste électrique de Scheer,214483816,48.3566958,7.5190382
VALENCIENNES,Poste électrique de Valenciennes,756397226,50.3758866,3.53894
MACON,AVENUE DE MACON,127510533,46.2113205,5.2184495
VOGELGRUN,Poste électrique de Vogelgrun,81638061,48.0188136,7.572497
VILLEVAUDE,Poste électrique de Villevaudé,29088787,48.9043662,2.6622154
LONGUENESSE,Poste électrique de Longuenesse,147581013,50.7446276,2.2284789
OTTMARSHEIM,Poste électrique de Ottmarsheim,47660196,47.774169,7.5191561
STENAY,Poste électrique de Stenay,147398278,49.5097671,5.2002369
ROYE,150kV La Croyere,101343831,50.494029,4.191536
SEPTEMES,Poste électrique de Septèmes,27768969,43.3962914,5.3537165
SOISSONS-NOTRE-DAME,Poste électrique de Soissons-Notre-Dame,83118679,49.3559731,3.320044
MOHON,Poste électrique de Mohon,129628306,49.752879,4.736941
SARRE,Poste électrique de la Sarre,43852864,45.7711664,3.1204367
TILLEUL,Poste électrique de Tilleul,30292953,49.031107,0.9687256
VENISSIEUX,Poste électrique de Vénissieux,125721667,45.7163157,4.9062687
VENDIN,Poste électrique de Vendin,169393427,50.4685204,2.8651746
NOUROTTES,Poste électrique de Nourottes,90415251,48.9666939,2.0128559
VILLEMANDEUR,Poste électrique de Villemandeur,147394018,47.9939755,2.7162358
VINS,Poste Trevins,64880656,46.3369298,-0.3917766
SARREGUEMINES,Poste électrique de Sarreguemines,136286073,49.0958372,7.0774127
SEINE,Rue de Seine,65044675,49.432699,1.0905042
VILLIERS-LE-BEL,Poste électrique de Villiers-le-Bel,82741335,49.0108355,2.4077429
SANDOUVILLE,Poste électrique de Sandouville,34349978,49.4756208,0.2953727
TREVAS,ZA de Trevas,62457045,45.2549913,4.1642947
SANSSAC (L'EGLISE),Poste électrique de Sanssac l'église,125495792,45.0453122,3.8005015
ROLAMPONT,Poste électrique de Rolampont,120553316,47.9234335,5.28983
YAINVILLE,Poste électrique de Yainville,147581003,49.4596624,0.8224228
SAVIGNAC,Poste électrique de Savignac,135873560,45.1024591,3.0337526
VILLERAS,Poste électrique de Villeras,22873838,48.745738,2.1783138
TONNERRE,Poste électrique de Tonnerre,128381294,47.852554,4.0105131
SISTERON,Poste électrique de Sisteron,146534506,44.2126386,5.9214068
VOLVON,Poste électrique de Volvon,95986421,45.5595549,4.3214138
VERSAILLES,Versailles,32067290,48.7922326,2.1481514
VIGNOL,Vignole,100952845,44.7058224,8.8845471
VITTEL,Poste électrique de Vittel,120945065,48.1900135,5.9507882
Varin,Plaine des Varins,219003019,45.8338865,6.5735291
Senica,ESt Senica,199900178,48.6662015,17.3919238
Vojany,Vojany,783483874,48.5554815,21.9769022
Stupava,ESt Stupava,33881667,48.3053829,17.0314113
Mochovce,Mochovce,1063211569,48.2604644,18.4556408
Galceag,Gâlceag,196654364,45.6711786,23.595379
Sugag,Șugag,196654362,45.7612794,23.6355923
Timisoara,Timișoara,101258283,45.7422781,21.2814344
Pitesti Sud,Pitești Sud,210609562,44.7865489,24.9426271
Calafat,Calafat,108198777,43.9721469,22.9552014
Mariselu,Mărișelu,267616969,46.6992295,23.1810719
Isalnita,Ișalnița,198777680,44.3892139,23.7209201
Cluj Est,Cluj Est,205252518,46.7952015,23.6390048
Otelarie H,Oțelărie H,1066409951,45.7812334,22.913662
Targu Jiu Nord,Târgu Jiu Nord,278910976,45.0746144,23.3183746
Turnu Severin Est,Turnu Severin Est,208744453,44.6425321,22.6671852
Vetis,Vetiș,594973742,47.7731612,22.8111572
Salaj,Transelectrica Sălaj,173082012,47.2176075,23.0491544
Hengelo,Onderstation Hengelo,46659397,52.2614493,6.8010509
Doekegat,380 kV Doekegat,700846836,53.4511264,6.8567839
Eemshaven Oost,220 kV Eemshaven Oost,129638874,53.4300009,6.8697065
Geertruidenberg,150 kV Geertruidenberg,23094714,51.6953803,4.8414376
Delesto,66 kV Delesto,278901938,53.3179897,6.9540894
Hollandse Kust Noord Landstation,380 kV Hollandse Kust Noord Landstation,919951848,52.4871943,4.6168242
Bergrheinfeld/W,Umspannwerk Bergrheinfeld/West,499165542,49.982118,10.1508608
Kummerfeld,Kummerfeld,25306938,53.6906652,9.7760292
Eickum,Eickum,24230738,52.1052461,8.5715108
Veltheim,Veltheim,28397771,52.1934885,8.9329156
Brokdorf,Brokdorf,87722999,53.8517714,9.3440637
Lehrte,Umspannwerk und Betriebszentrum Lehrte,33042984,52.3800399,9.9180973
Mechlenreuth,Umspannwerk Mechlenreuth,93341407,50.1836562,11.8108866
Maade,Umspannwerk Maade,23744346,53.560503,8.1226063
Trennfeld,Umspannwerk Trennfeld,24765111,49.7983501,9.5940786
Hannover/W,Hannover/West,23682013,52.3603645,9.5223735
Hallendorf,Hallendorf,28227099,52.167092,10.3692374
Regensburg,Umspannwerk Regensburg,29417741,49.012574,12.150056
Blockland,Blockland,229565743,53.1073169,8.8199768
Gleidingen,Gleidingen 220 kV,30017786,52.2369697,10.4195526
Huntorf,Huntorf,42872354,53.19024,8.4089566
Wechold,Wechold,28812249,52.8527852,9.1451199
Stalldorf,Umspannwerk Stalldorf,31653753,49.5783891,9.9445673
Zell am Ziller,Umspannwerk Zell am Ziller,156973414,47.2333799,11.897857
Wiesloch,Umspannwerk Wiesloch,46584363,49.2904016,8.6739288
Salzburg,Umspannwerk Salzburg Mitte,56125659,47.8098739,13.0381919
Kuppenheim,220-kV-Umspannwerk Kuppenheim,32151621,48.8463088,8.2488906
Neckarwestheim,Schaltwerk Neckarwestheim,41334801,49.0426218,9.2022001
Niederstotzingen,Umspannwerk Niederstotzingen,31105067,48.5296517,10.2316589
Villingen,Umspannwerk Villingen,42049947,48.0436234,8.465539
Weinheim,Umspannanlage Schweinheim,48965300,49.9556671,9.1307401
Setzer Wiese,Setzer Wiese,90148336,50.9237281,8.0204847
Unna,Station Dhünnaue,22764922,51.0376156,6.9759321
Hesseln,Station Hesseln,39229429,52.0660241,8.3189685
Witten,Umspannwerk Wittenau,27328809,52.5815817,13.307256
Woringen,Umspannwerk Woringen,648561965,47.9389507,10.2141654
Siersdorf,Siersdorf,25992879,50.9123436,6.2162245
Rheinau,Amprion Station Rheinau,152973139,49.4403761,8.5469721
Saarwellingen,Station Saarwellingen,89215122,49.3601714,6.7660925
Pfalzdorf,Station Pfalzdorf,23084417,51.6947142,6.2219751
Wambel,Station Wambel,24414688,51.5322168,7.5222484
Eiserfeld,Station Eiserfeld,89043564,50.8419947,7.9852116
Redwitz ,Umspannwerk Redwitz,24757392,50.1620758,11.1932457
Krajnik,"Stacja elektroenergetyczna ""Krajnik"" 400/220 kV",39428977,53.196395,14.4757377
Flebour,Flebour,63089603,49.9051641,6.1142819
Blooren,Poste blindé d'Itzig/Blooren,471787127,49.597228,6.1795521
Heisdorf,Heisdorf,1042974725,49.6685109,6.1399073
Vigy,Poste électrique de Vigy,81641090,49.1979144,6.2767238
Lixhe,380 kV Lixhe,23141556,50.754424,5.6680201
Bürs,Umspannwerk Bürs,101997887,47.1430048,9.8104929
Großkrotzenburg,Großkrotzenburg,42410916,50.0825734,8.9588986
Frankfurt,Umspannwerk Frankfurt Nord,4826893,50.1591423,8.7352184
Niederlangen,Niederlangen,49299111,52.8701089,7.1959057
Rohrsdorf,Umspannwerk Röhrsdorf,23117075,50.8586618,12.8151186
Bujakow,"Stacja elektroenergetyczna ""Bujaków"" 220/30/15/6kV",44389929,49.8424073,19.2127403
Kopanina,"Stacja elektroenergetyczna 220/110kV ""Kopanina""",183945016,50.1305903,18.8495778
Wielopole,Stacja elektroenergetyczna 400/220/110kV „Wielopole”,139452056,50.1226494,18.5409832
Durnrohr,Umspannwerk Dürnrohr,59531071,48.3288984,15.8856141
BAULER,SA Bauler,89176939,49.9586343,6.2111151
QUINT,La Quintaine,71087267,45.8419832,1.3100405
Padriciano,Padriciano,61038773,45.6631477,13.8313812
Redipuglia,Redipuglia,41892273,45.8527049,13.4712005
SANEM,Poste Sanem WSA,33814954,49.5388868,5.951114
Sisak,TS TE Sisak,170366194,45.4524778,16.4137681
Plat,Umspannwerk Jakob-Kaiser-Platz,14037659,52.5339555,13.2926546
Wien,Umspannwerk Wien West,26209260,48.2007408,16.2368744
Rimavska Sobota,Rimavská Sobota,111687967,48.3812075,20.0447217
DETMAROVICE,Rozvodna Dětmarovice,175071712,49.8996334,18.4745954
VIERRADEN,Umspannwerk Vierraden,39428980,53.0960355,14.2706568
LEMESANY,Lemešany,100979306,48.859244,21.2548273
HAGENWERDER,Umspannwerk Hagenwerder,59026005,51.062518,14.9465212
NOSOVICE,Nošovice,28624204,49.6690344,18.4309024
Krosno,"Stacja elektroenergetyczna ""Krosno Iskrzynia"" 400/110 kV",166838338,49.6882346,21.852609
Varna,Varna FS,41644133,46.7416723,11.6386478
Niederrhein ,Station Niederrhein,24462426,51.6466761,6.6811483
Van Eyck,Van Eyck,124703985,51.1210405,5.7742234
Zandvliet,Zandvliet,23136343,51.3697696,4.2482662
Hamburg/S,Hamburg/Süd,11285720,53.4880407,9.9089299
Vill,Poste électrique de Villeras,22873838,48.745738,2.1783138
Walgau,Umspannwerk Walgauwerk,852324809,47.1989119,9.6700549
Vöhringen,Vöhringen LEW,31019937,48.2690433,10.0839179
Muhlbach,Poste électrique de Muhlbach,32196554,47.9071036,7.5557913
Vogelgrun,Poste électrique de Vogelgrun,81638061,48.0188136,7.572497
Oftringen,Unterwerk Oftringen,190819048,47.3175262,7.9466647
